"player_name","eno_rank","mlb_id","Team","Injury","Proj. IP","ppERA","ppK%","Stuff+","Location+","Pitching+","Blurb","2021 IP","2021 End Rank","2022 IP","2022 End Rank","2023 IP","2023 End Rank"
"Braxton Garrett",54,"666129","MIA","A",157,4.1,0.216,95,101,96,"Despite poor velocity, Garrett has good sink and fade on his sinker and it rates around average by Stuff+. His 82 mph two-plane power-curve-type breaking ball is obviously his best pitch, by model or results. The rest of his pitches rate as clearly below average, but it all plays up because he has average or better-than-average command on four offerings. Still, stuff is stickier year to year than command, and if that command takes a step back, he won't have the ability to nasty his way out of trouble with just one outstanding pitch.",NA,NA,88,95,159.2,45
"Cristopher Sanchez",55,"650911","PHI","C",142,4.08,0.212,108,101,102,"During the most recent update to Stuff+, which included accounting for platoon splits when it came to the shapes of pitches, Sánchez got one of the biggest boosts. That's good, because it lines up with the eye test on a nasty diving, fading changeup that befuddled batters to the tune of a .148 batting average and a 22 percent whiff rate. The velo isn't plus, and he's throwing a sinker to opposite-handed hitters (who slugged .566 off it), so maybe a cutter or even an iffy four-seam could help. But the foundation is laid, the upside is there, and the Phillies need his innings.",NA,NA,NA,NA,99.1,53
"Mitch Keller",56,"656605","PIT","A",190,4.26,0.219,102,103,103,"Keller's breakout came in 117 first-half innings with a 3.31 ERA built on the addition of a new cutter and the maturation of his recently added sinker and sweeper. A second half with an ERA two runs higher brought a lot of that breakout into question. During that struggle, Keller was mostly living with his hard pitches — he threw his cutter, sinker, four-seam and slider 95 percent of the time in the latter months. Other than the slider, his pitches are average-ish despite great velo, so his best attack plan is probably to bring the curve or change back in and mix velocities more. The command is improving, and he's done it for a few months at a time, so there's something to bet on here.",100.2,220,159,154,194.1,57
"Charlie Morton",57,"450203","ATL","F",165,4.5,0.24,99,96,97,"The age is finally starting to show for the 40-year-old Morton. His fastball dipped below 80 Stuff+ for the first time, as he lost some ride on the pitch and it started moving into sinker movement territory. He tried to replace some of those four-seamers with sliders, sinkers, and changeups, but those just aren't as good in a vacuum as his four-seamer and curve have been. Despite good velo, he's inching his way toward the same place that many other elite curveball guys eventually ended up — he can be brilliant on any given night, but he's more prone to bad stretches as his non-curve pitches deteriorate.",185.2,14,172,88,163.1,73
"Gerrit Cole",58,"543037","NYY","C",131,3.57,0.285,120,104,108,"Why should the highest-earning starting pitcher in 2023 be anywhere but first going into 2024? Fair question, but Cole has a few things going against him. The park is one the hardest out there, the division is difficult, he lost a tick on his fastball last season, and he showed his worst whiff and strikeout rates since he became the beast he’s been since 2018. All that said, he increased the use of his cutter and curve, which offered fewer whiffs but reduced his oft-difficult home run rate — maybe some of it was on purpose. If you want floor, there’s none better. Cole has been on average, the ninth-best starting pitcher in fantasy over the past six seasons.",181.1,11,200.2,23,209,1
"Shane Baz",59,"669358","TBR","F",111,3.59,0.282,NA,NA,NA,"Back before his injury in 2022, Baz was nasty. A 96 mph fastball with good ride, a hard 87 mph gyro slider, a two-plane curve at 82 mph, and a change that had good movement but iffy results. He was a top-20 starter by Stuff+, and that lined up with the scouting reports and minor-league results. He should shove when he's on the field, but with 132 innings pitched in the past three seasons combined, he's an extreme volume risk. Pair him with a horse (or three) if you can. If you have injury list spots where you can stash him for a bit, he should rank higher for you, especially in shallower leagues. He's not currently hurt, they're just slow walking him this spring, and that might be scaring too many people away.",NA,NA,NA,NA,NA,NA
"Edward Cabrera",60,"665795","MIA","C",121,4.22,0.249,101,96,99,"The command is obviously a problem. Cabrera had the second-worst walk rate among starters, and a 15 percent walk rate is not tenable if he wants to remain in that role. Over the past five seasons, the highest walk rate (minimum 400 innings) is Blake Snell's 11 percent. The good news is that Cabrera’s fastball command (as judged by Location+) has improved in each of the past three seasons, and his slider command is around average. The overall command he showed last season is more viable by that stat: 13 starters have had a 97 Location+ and put together 250 innings over the past three seasons. Command will never be his strength, but he could ride the nastiness to outs instead. And he's nasty.",NA,NA,71.2,56,99.2,127
"Kutter Crawford",61,"676710","BOS","C",148,4.5,0.236,107,102,103,"Crawford is a starting pitcher and has the chance to be a good one, too. Last year, he threw five pitches more than 100 times that all registered above-average by Stuff+: a sweeper, a slider, a four-seamer, a cutter (of course) and a curve in order of quality by that model. Just having a great four-seam and the ability to spin the ball is a great place to start. The big mystery is why he had an ERA over six at home. Some of it is luck (a much larger batting average on balls in play), but some of it is just weird (his strikeout rate was six points lower at home). Boston is a tough place to pitch, or he'd be ranked higher with that arsenal.",NA,NA,77.1,168,129.1,56
"Brandon Pfaadt",62,"694297","ARI","C",173,4.48,0.22,102,104,104,"Without the postseason, this would seem like an aggressive ranking for Pfaadt based mostly on the model loving his sweeper and thinking his curve and four-seam were close enough to average to be a viable arsenal in a decent home park in front of a decent team. But with the postseason, we have those 22 innings of a proof of concept, which is to say that sinker he started throwing then looks like it makes him really good against righties, nearly dominant. Lefties? It was tough to watch him against them, even in the playoffs, but he does have the weapons and seems likely to figure out some sort of plan.",NA,NA,NA,NA,96,186
"Nick Lodolo",63,"666157","CIN","C",130,3.84,0.271,116,99,101,"The strikeout rate lines up with the plus stuff for Lodolo, who has struck out just short of 30 percent of the batters he's seen. The command is fine, and it's a true four-pitch mix full of pitches that rate above average by Stuff+. There are only two problems with drafting him, and they're pretty severe. Cincinnati's ballpark is one of the two or three most extreme hitters' parks in the league, for one. The other is that he's had a tough time staying on the field, with only 41 2/3 innings across the majors and minors last year, and only 166 2/3 innings combined the two previous years. Pick your poison at this point: At least the upside is tantalizing.",NA,NA,103.1,80,NA,NA
"Walker Buehler",64,"621111","LAD","F",101,4.11,0.225,NA,NA,NA,"Focusing too much on the names littering the list of second Tommy John surgeries might be a red herring. Yeah, you've got some careers that ended shortly after that second surgery — as it was for Kris Medlen, Jarrod Parker, and Brian Anderson — but recent returns seem to suggest progress in the science, as Jameson Taillon, Kirby Yates, Mike Clevinger and others have had better success. Your taste for risk and your league settings will have a great impact on your own Buehler ranking. The bad news this spring is just that you won't get many innings early in the season, making him a tough pick in leagues without bigger benches.",207.2,2,65,98,NA,NA
"Taj Bradley",65,"671737","TBR","C",117,4.23,0.236,111,101,103,"A 96 mph fastball with great ride is Bradley's best foot forward, but it's a great foundation. His cutter got pounded when it got too soft, so he was sent to the minor leagues to recover that velo. When he came back, he still struggled, and that might be because he hasn't quite found that third pitch yet. There's a chance he never quite comes through on the promise of that fastball — Taijuan Walker's fastball has been his best pitch his entire career — but it's enticing enough (along with stellar strikeout rates) to give him a shot here as we transition into starters with more question marks.",NA,NA,NA,NA,104.2,167
"Kyle Bradish",66,"680694","BAL","B",102,3.87,0.239,116,103,106,"If you start with perhaps the best slider in the game, you get a ton of chances to make the whole arsenal work. By the second half of last season, Bradish figured out how: He made the four-seam more of a cutter (it always had those tendencies), started throwing the sinker regularly and turfed the changeup, settling in with a four-pitch mix that basically all works off the slider. If the sinker is the primary fastball, he doesn't have an above-average fastball. But maybe the slider is the 'fastball' and that flaw doesn't matter if you look at the arsenal as a whole. Now, trying to use rest and rehab and an injection to recover from a UCL strain, he drops down to join the other major health risks with ace-like upside.",NA,NA,117.2,179,168.2,5
"Brayan Bello",67,"678394","BOS","C",169,4.34,0.209,97,101,100,"A plus sinker and a plus changeup and decent command mean that Bello will always be decent, but how much better he can be depends mostly on his slider. While the pitch has good sink and velocity, the Stuff+ model says it's only meh and hitters slugged .429 off it last year, which is high for that pitch type. He started throwing it harder with more sweep and less drop in August and September, and it got more whiffs and allowed less slugging. If he can continue that trend, he has real breakout potential. You need a good slider in this league.",NA,NA,57.1,176,157,110
"Marcus Stroman",68,"573186","NYY","D",186,4.15,0.204,99,99,101,"Teams like strikeouts and you should too, considering they are a category in almost every fantasy league (and also the batting average on a strikeout is zero). Is it possible that the lack of strikeouts makes Stroman undervalued, and he should be higher? He has kept his ERA under four for four straight seasons with this below-average strikeout rate due to his great sinker and the commensurate ground-ball rate. If he was a guarantee for more innings, the case would be easy to make. As is, the new park and division, the strikeout rate and the injury history combine to produce this ranking.",179,28,138.2,68,136.2,71
"Jon Gray",69,"592351","TEX","F",151,4.48,0.219,96,101,99,"Gray's best pitch is his breaking ball. He's got three of them. The primary one, a hard 88 mph gyro slider, still stymies hitters. He added the sweeper and worked on firming up the curve to different levels of success, as he gave up three homers on the curve on 20 balls in play despite a good whiff rate. The real problem is that the four-seam just isn't any good. It's a dead zone by movement and propped up by velocity — for now. Even at 95-96, he allowed a .335 batting average and .536 slugging last season on the pitch. He's already using it less than his other pitches combined, not sure he can use it much less. But he can try!",149,128,127.1,67,157.1,98
"Ryan Pepiot",70,"686752","TBR","C",141,4.2,0.251,105,104,106,"Fastball with decent shape and velocity? Check. Plus power changeup that pleases both models and scouts? Check. Emerging good-enough hard slider that had great results last year? Check. Command? Well, err, let's give Pepiot an incomplete on that one. He came up through the minors with below-average command grades, but Location+ says he was above-average there in both the minors and majors last year, maybe because of his new, tighter slider — smaller shapes are traditionally easier to command. His first spring outing showed that he doesn't always execute exactly what he's looking for on any one pitch, but that the stuff is good enough for him to be successful in Tampa anyway. One of the most exciting sleepers in this area of the rankings.",NA,NA,36.1,111,NA,NA
"Chris Paddack",71,"663978","MIN","F",138,4.07,0.232,99,97,91,"The changeup is tasty, and has been there for Paddack for most of his career. When the fastball is right, it has good ride and decent velocity. The search for a good breaking ball has defined the righty's up-and-down career so far, though. He worked really hard on a cutter, and that took away some of the ride on his four-seam and he had one of the worst seasons of his career before ending up injured. He's back now, and sitting 94-plus in spring outings, with a fastball that has regained some (if not all) of its former shape, and a sweeping breaking ball that looks like it could be a weapon. Paddack is projected well, and has always had great command — he's worth a shot, no matter how many innings he'll give coming off of surgery.",108.1,131,NA,NA,NA,NA
"Luis Severino",72,"622663","NYM","F",141,4.28,0.22,102,102,101,"He's lost an inch of ride on the four-seamer, and the changeup isn't quite as good as it was before, but Severino hasn't lost all his stuff. There's still a 96-plus mph fastball with above-average ride, and an 85 mph slider with two-plane movement, set against at least average command. It turns out that Severino was tipping his pitches some last year, in all likelihood, and that could explain how such a small change in movement and velocity would produce such disastrous results. He's made a massive change in parks and will have new voices to listen to among the coaches, and this is a cheap enough price to see if he can bounce back.",NA,NA,102,41,89.1,220
"Kyle Harrison",73,"690986","SFG","C",148,4.22,0.265,89,98,97,"Ninety-four mph, with two-plane movement from the left side, means that Harrison's fastball is above-average. Stuff+ says it's his only above-average pitch — and batters seem to agree, as they've slugged .500+ on the rest of his offerings, while the .176 batting average and .379 slugging off the fastball are both good numbers. Any good pitching coach would be happy to start with that fastball, but it's a little weird that so many pitching coaches have had the chance to work with him as he's advanced to the big leagues, and they still haven't found a great secondary. Maybe converting the slurve to a sweeper could make it work, but you're probably asking for a new pitch for him to break out. That's something to look for in the spring!",NA,NA,NA,NA,NA,NA
"Triston McKenzie",74,"663474","CLE","C",149,4.34,0.247,102,94,94,"McKenzie has had stretches of brilliance in his short career so far. A 2.70 ERA in the second half of 2022. A strong eight-start debut in the shortened 2020 season. Then he's had the other stretches, in which his ERA has been over five and his walk rate has exploded. The guess here is that it has to do with health. His velo was at its best in 2022, and last year, he couldn't command his fastball at all. There's a really good three-pitch mix in here spear-headed by a plus curveball, though, and if he's feeling good in the spring, he'll only move up this list.",120,110,191.1,19,NA,NA
"Griffin Canning",75,"656288","LAA","F",139,4.3,0.24,99,102,101,"The velocity is increasing over time, but the shape on Canning's fastball makes it a ""dead zone"" pitch — it's exactly average, and that's what hitters see the most. He gave up a whopping .625 slugging on the pitch last year, so this is no model mirage. What Canning does have is a really good slider and changeup pairing, and the ability to command those pitches as well as the four-seamer. Mixing, matching and pitching backward will be the plan for the Angels righty, and it's worked for other pitchers before, but you'll want to be careful with him in certain matchups — and he may not get a ton of wins on that team this year.",62.2,156,NA,NA,127,83
"Trevor Rogers",76,"669432","MIA","C",131,4.31,0.231,92,105,103,"Last year was a lost year for Rogers. Originally placed on the injured list for a biceps strain, a partial tear in his right lat extended his stay there. In the end, he only threw 18 innings. Supposedly healthy right now, the Marlins are still going to slow-walk his spring, so there's a chance he's behind when the games start. He's always had a good changeup and sinker combo, and has been searching for a good slider for a couple of years now, so it's not only health that's a question mark. The good news is that he has good command of all four of his pitches, and pitches in a great park. That shouldn't change.",133,31,107,200,NA,NA
"Kenta Maeda",77,"628317","DET","F",148,4.44,0.233,90,103,101,"Every year, Maeda's fastball gets closer to dropping under 90 mph, and every year he just throws his splitter more in response. The current strategy seems to be using the slider and four-seam equally in counts where he needs a strike, all in an effort to get to counts where he can throw the splitter for whiffs. At some point, he won't be able to hide that fastball any more and it will go kaput. But landing in Detroit with that park and division probably means he will be slightly better than league average through his two-year contract, at least.",106.1,119,NA,NA,104.1,69
"Reynaldo Lopez",78,"625643","ATL","#N/A",105,3.77,0.274,121,100,103,"There's a good case for Reynaldo López as the best of the three relievers trying to stretch out this spring. He's got a wider arsenal than A.J. Puk, at least, and more fastball command than Jordan Hicks. He's shown the ability to throw more innings than either guy, too. Why is he down here, then? Well, Atlanta can be an unforgiving park when it comes to homers, and that was part of why López was moved from the rotation to the bullpen in the first place. He's also had some fastball command issues in the past, so it's not really a strength. There are some leagues where taking a shot like this makes a ton of sense, but if you need to roster him all season and very much only want a starting pitcher, the risk can't be denied.",57.2,66,NA,NA,NA,NA
"A.J. Puk",79,"640462","MIA","#N/A",89,3.53,0.274,110,103,109,NA,NA,NA,NA,NA,NA,NA
"Jordan Hicks",80,"663855","SFG","#N/A",103,3.66,0.249,131,96,104,"From a, ""Does he have the pitches to start?"" standpoint, Hicks is probably set. Both of his fastballs sat triple-digits and have the shape to service the inevitable velocity loss that comes with moving from the bullpen to the rotation, as the Giants have planned for Hicks this spring. His changeup and two breaking balls are model-pleasers, and his sweeper has been his go-to out of the pen. It's probably also unfair to say a pitcher with eight starts in the major has used up all his chances to start. But for this experiment to work, Hicks has to find some command he hasn't really shown in the past. None of his pitches had above-average locations last year, and that's in line with past results. Watch the walk column closely this spring.",NA,NA,61.1,131,NA,NA
"Jack Flaherty",81,"656427","DET","D",150,4.55,0.221,92,99,98,"Good early spring velocity can be a mirage. The starters are out there throwing a couple of innings and can air it out without regard to going long. But it's still a fact that Flaherty has shown good early spring velocity — with an extra inch of ride on the fastball to boot — so that's worth taking into consideration when thinking about him this year. So, too, is the park behind him, which will help some. Flaherty is in a group of arms that are more interesting in leagues where you can move on if the velo doesn't hold when the games count.",78.1,38,36,134,144.1,209
"Cristian Javier",82,"664299","HOU","A",162,4.63,0.256,99,97,99,"El Reptil was at his best when his four-seam fastball had great ride relative to a release point that was very similar to the one you'll find on Spencer Strider's pitches. Last year, his release point drifted up over the course of the season, and his ride came and went, and Javier's results mosty went. Late in the season, there were signs of life on the fastball, and he's dedicated himself to slimming down and recovering what he once lost. There's still a decent amount of risk with a player whose fastball velocity has been in decline for some time now and mostly only throws two pitches with below-average command — even if he recovers all the ideal shapes on his pitches.",101.1,63,148.2,16,162,102
"Casey Mize",83,"663554","DET","#N/A",127,4.44,0.192,NA,NA,NA,NA,150.1,61,NA,NA,NA,NA
"Jared Jones",84,"683003","PIT","#N/A",111,4.66,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luis Gil",85,"661563","NYY",NA,NA,4.59,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DL Hall",86,"669084","MIL",NA,113,3.74,0.291,113,106,110,"Here's something that might be surprising to people that have watched a lot of Hall over the past few years: in the major leagues, he's thrown his fastball and slider to above-average locations once you adjust for count and pitch type. His minor-league fastball command was iffier, but he was also making some changes along the way that the Brewers hope will bear fruit for them as a starting pitcher. That's what Milwaukee needs anyway, so Hall has opportunity. In the fastball and the two breaking balls, he has the stuff he needs. So, yeah, his command of the fastball (or the slider!), that will be the key to his future.",NA,NA,NA,NA,NA,NA
"Garrett Crochet",87,"676979","CHW",NA,NA,3.94,0.265,111,93,94,NA,NA,NA,NA,NA,NA,NA
"Keaton Winn",88,"676775","SFG","C",121,4.1,0.209,115,100,108,NA,NA,NA,NA,NA,42.1,107
"Dean Kremer",89,"665152","BAL","A",176,4.64,0.199,96,102,100,"Kremer's four-seamer and cutter provide a strong foundation. 95 mph with good ride on the fastball, and an 89 mph cutter with good cut — that works. His curveball, changeup, and sinker are all pretty meh, though, at least judged by their physical characteristics and whiff rates. By results, the curve was his worst pitch, but he's throwing that harder and harder, and maybe there's some upside there. He threw 96 sweepers that Stuff+ liked, too. What makes him interesting is that he has two above-average pitches, a good home team and park, and four other pitches that he could improve that would change his true talent as a pitcher.",53.2,208,125.1,75,172.2,82
"Clarke Schmidt",90,"657376","NYY","C",150,4.17,0.224,102,102,102,"Schmidt has all the weapons against righties. His sinker, sweeper, and curveball all move away from their barrels and can cause fits when he's right. Against lefties, though, he's searching for a plan that works. The Yankees righty has only had one above-average month against southpaws. He's never tried zeroing in on his best two pitches against them (the cutter and the curve) and turfing everything else, but maybe his cutter isn't good enough for that idea. His sweeper had a .750 slugging against lefties, and still he threw it because he felt he needed more wrinkles. If he can figure this bit out, he has more upside than most of the pitchers in this tier.",NA,NA,NA,NA,159,145
"Sean Manaea",91,"640455","NYM","D",171,4.31,0.231,93,101,100,"Armed with a decent fastball and elite lettuce, Manaea has been on a constant search for better secondary stuff. Last year, he added a sweeper, and that worked for a while, but he struggled to command it, and it's not a great weapon against righties. This offseason, he altered his changeup grip (again) to try to get more drop, and refined a cutter. Given that he's headed to a pitcher's park (again) with a decent lineup behind him, he's got plus context. To be any better than he's been, though, one of those secondaries has to pop.",179.1,51,158,157,117.2,85
"Louie Varland",92,"686973","MIN","C",131,4.46,0.215,100,107,106,"He might be the sixth starter right now, but at some point Varland will be starting for the Twins this season. That much is pretty much set in stone given pitcher injury rates and historical usage patterns. He's got a very nice four-seamer that he commands well, a decent cutter that he commands well, and a slider that could make the whole package hum. That gives him weapons against both lefties and righties, and while that's not a large arsenal, it looks like it can be an effective one. He's a decent sleeper if you can wait out the roster churn during the spring and early summer.",NA,NA,NA,NA,68,106
"Tanner Houck",93,"656557","BOS","C",132,4.28,0.223,99,101,101,"Apparently, nobody came to Red Sox spring camp with a bigger velocity boost than Houck. That's from his manager, but the implication — that Houck is in good health — is a big one because the sidewinding righty is in line for the fifth starter spot on the team. He dominates right-handed hitters with his low slot sinker and slider combo that looks like a mirror image of Chris Sale, but he's been struggling to find either a cutter or splitter that works enough to get lefties out. That he's thrown both of those is a good sign — now he just needs to lock one of them down. This spring he's talking about the cutter.",69,80,NA,NA,106,151
"Emmet Sheehan",94,"686218","LAD","C",107,4.25,0.271,103,95,98,"Sheehan has a plus two-plane fastball from an interesting release point, an elite changeup, and an above-average slider, so he's a nasty pitcher to face. The question is if he can command it all enough to come through on all the promise he showed as a prospect. Advanced metrics say he didn't command any of his pitches at an average rate, and neither his fastball (95 Location+) or slider (93 Location+) at a passable rate, even. This matches up with the grades many scouts put on him, too. The Dodgers give their starters tons of rest days and limit their innings potential, so the team context is not all positive. But the stuff! The stuff is there!",NA,NA,NA,NA,60.1,103
"Max Scherzer",95,"453286","TEX","D",91,4.38,0.253,94,104,102,"Back surgery is a total wild card, especially for a pitcher turning 40 this year. Anybody drafting him would have to be happy to get 100 innings from the erstwhile ace, it seems. The good news for the pitcher and his fans is that while he's aged and his body has let him down more often, his strikeout rate has remained high, and he's been able to mix and match his (Three? Four?) breaking balls and his signature change with a fastball that still hovers above average in the velocity department. The bad news is that the nicks and cuts have cost him some breaking ball command, and that's led to more homers over time. Expect a high-threes ERA and good K totals for your troubles, no matter what the model says. He's Max Scherzer.",179.1,1,145.1,11,152.2,27
"Eduardo Rodriguez",96,"593958","ARI","D",148,4.67,0.206,79,103,97,"Between the stuff-based projections and the rest of the numbers out there lies almost three-quarters of a run in ERA. My answer here is to push Rodriguez higher than you'd expect given just these ppERA projections, but basically, this ranking still means I won't end up with him in drafts. He seems likely to throw 150 innings, and the park and team situations are decent, so maybe I'll be missing out. But about half the time over his career, he's been a miss — fantasy-wise, at least. It's not outlandish to think he'll have an ERA well north of four.",157.2,103,91,127,152.2,28
"Alex Cobb",97,"502171","SFG","F",125,3.93,0.211,101,103,104,NA,93.1,70,149.2,103,151.1,113
"Kodai Senga",98,"673540","NYM","C",111,4.04,0.26,100,95,98,"It's possible Stuff+ doesn't capture all that is great about the Ghost Fork splitter that Senga throws. It's hard to argue with the optics of the pitch or the .155 slugging percentage it allowed last year. The results against the cutter and four-seam, though, line up with the middling model numbers. Then you've got the low batting average on balls in play and the high strand rate, both traditional luck indicators that suggest regression is coming. There's just a surprising amount of questions left for the 30-year-old who put up 166 1/3 innings with an ERA under three in his first season stateside. And now add an additional question, as a shoulder strain (with mention of the dreaded capsule!) will sideline him into the summer.",NA,NA,NA,NA,166.1,19
"Jameson Taillon",99,"592791","CHC","F",161,4.63,0.206,97,106,103,"In the first half of the 2023 season, Taillon gave up an OPS over .950 against left-handed hitters. He'd added a sweeper he was excited about and was de-emphasizing his four-seamer in favor of a cutter, and frankly it was a bit of a mess. In the second half, he returned to his bread and butter four-seamer, threw the curve more and the cutter less, and figured something out. Lefties only hit for a .695 OPS against him after July 1. Taillon may not have a ton of upside, but he does have three plus breaking balls and command of all five of his pitches. He's a good way to get decent innings in deeper leagues.",144.1,77,177.1,50,154.1,135
"Reid Detmers",100,"672282","LAA","B",177,4.49,0.244,94,98,98,"The fastball shapes in Anaheim, they are not good. Here's another Angels starter with good secondaries and a fastball that — despite decent velocity — gets hurt because it's just too average. At times last year, Detmers was throwing three breaking balls (a sweeper, a hard gyro slider, and a curveball) and that's probably the best way for him to succeed despite the fastball that gave up a .291 batting average and a .505 slugging last season. The hard slider can be the one he throws for strikes, and then the other three pitches get mixed around that one as he tries to dance his way to excellence. At least he's demonstrated a propensity for strikeouts that some of the sleepers down here have lacked so far.",NA,NA,129,77,148.2,149
"John Means",101,"607644","BAL","F",135,4.66,0.195,98,104,104,"He has weapons. Means' straight changeup and curveball are good pitches that he can command for strikes both swinging and called. But the fastball and slider aren't that good, and this is a fastball-slider league. He's looking more like the patron saint of straight changeups — Marco Estrada — by the day, complete with the poor projected strikeout rate. Maybe another offseason of work on the slider after arm surgery will push it far enough to improve on this strikeout rate. Either way, Means will be useful for a good deal of his starts at home in front of Mt. Walltimore.",146.2,43,NA,NA,NA,NA
"Graham Ashcraft",102,"668933","CIN","C",171,4.51,0.187,109,99,102,"Ashcraft needs less stuff. He used to have one of the better Stuff+ numbers in the league, and some really poor results to pair with them. Once the model was revised to include platoon splits, his Stuff+ came down to earth, though, because he throws a cutter (better against opposite-handed hitters) and a sweeper (better against same-handed hitters) primarly. That makes him a one-pitch pitcher depending on the handedness of the batter. The curve and change that he's been fiddling with forever — he should throw them. No matter what the model says. They'll help keep the batter off balance and maybe get Ashcraft past the fourth- and fifth-inning stumbles that have hurt his ERA so much. Let's hope Ashcraft's spring injury allows him the practice time he needs to refine those secondary offerings, because they're the dividing line between the rotation and the bullpen for the Reds' righty.",NA,NA,105,178,145.2,171
"Robbie Ray",103,"592662","SFG","F",76,4.19,0.253,99,84,89,"I prefer to take pitchers coming back from Tommy John surgery the season after they return to the mound for the first time and demonstrate their health. Complications still happen on any surgery, and the research is clear that fastball command is one of the last things to come back. Ray never had great fastball command to begin with, either. But he only threw one start last season before going down with the injury, so it seems like he could throw more than half of a season, and he'll do so in a good park for pitchers. As an injury stash or a late pitcher in draft and holds, Ray should have some value this season.",NA,NA,NA,NA,NA,NA
"Reese Olson",104,"681857","DET","C",150,4.39,0.222,94,101,100,"A little bit more slider command could realy help Olson. His fastballs aren't very good, but he commands them fine. His changeup was good and also got better over the course of the season, adding both vertical and horizontal movement as the season progressed. But he had below-average command of his secondaries generally. The slider command progressed right up to average, though, and if he can push that any bit further, he can be less predictable and steal more strikes with that pitch. This young Detroit righty just needs a little refinement to make good on the minor-league strikeout rates — does that sound familiar?",NA,NA,NA,NA,103.2,66
"MacKenzie Gore",105,"669022","WSN","C",168,4.64,0.224,96,98,100,"For whatever reason, Gore didn't throw as many four-seam fastballs in the top third of the zone as he should have last year. He's not a ground-ball pitcher! He should be throwing that thing high, higher, and highest to set up his big curveball, especially since his fastball is his best pitch by Stuff+. That four-seamer is a good foundation, as its easier to tweak shapes on secondary pitches than it is to change a pitcher's arm slot and make a big difference on their fastball shape. At 25 years old, with a fastball that's been holding velo (and is up so far this spring), and demonstrated above-average strikeout rates, Gore deserves more love (and better coaching) than he's gotten so far.",NA,NA,70,140,136.1,141
"Joe Boyle",106,"671212","OAK","C",158,4.52,0.247,129,100,106,"Boyle has 100 grand stuff and 10 cent command, but buried in his advanced metrics is probably the revelation that could make his career: He places his slider in above-average locations. That gives him something he can do when he absolutely needs a strike. When he's got leverage in the count, he can blow you away with three excellent breaking balls and a high-velo, high-ride monster of a four-seamer. The park gives him a soft landing, the team will steal wins, but the A's just have to give him a spot and let him go. He's one of the highest-ceiling arms down here in the rankings, and has opportunity. Find a spot for him.",NA,NA,NA,NA,NA,NA
"Andrew Abbott",107,"671096","CIN","B",156,4.76,0.245,86,101,97,NA,NA,NA,NA,NA,109.1,76
"Bowden Francis",108,"670102","TOR",NA,111,4.51,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranger Suarez",109,"624133","PHI","B",155,4.52,0.198,84,101,97,NA,106,15,155.1,104,125,155
"Andrew Heaney",110,"571760","TEX","F",147,4.56,0.234,90,100,98,NA,129.2,164,72.2,54,147.1,116
"Frankie Montas",111,"593423","CIN","F",137,4.36,0.234,96,98,100,NA,187,25,144.1,117,NA,NA
"David Peterson",112,"656849","NYM","C",111,4.08,0.234,90,96,97,NA,66.2,166,105.2,90,111,200
"Domingo German",113,"593334","PIT","C",107,4.29,0.226,103,100,99,NA,98.1,107,72.1,106,108.2,70
"Paul Skenes",114,"694973","PIT","#N/A",95,4.3,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miles Mikolas",115,"571945","STL","C",184,4.82,0.164,93,108,103,NA,44.2,125,202.1,32,201.1,180
"Sawyer Gipson-Long",116,"687830","DET","C",101,4.6,0.2,99,103,104,NA,NA,NA,NA,NA,NA,NA
"Patrick Sandoval",117,"663776","LAA","B",166,4.65,0.211,91,97,96,NA,87,81,148.2,73,144.2,174
"Tyler Wells",118,"669330","BAL","C",106,4.55,0.221,100,102,101,NA,NA,NA,103.2,93,118.2,34
"Matt Manning",119,"666159","DET","D",126,4.74,0.186,101,102,101,"The strikeout rate is not there for Manning, or rather it hasn't been in the major leagues. In the minors, he was better at the punchout. The weapons are there for him to get the Ks, though: He has a plus slider, an average curveball he commands well and an average fastball that he commands well. Over the past two years we have a mid-threes ERA over 140 innings, so the results have been fine. This spring, the reports on his stuff have been good, and he's struck out six of the 18 batters he's faced as of this writing. Good home park, emerging team, wide enough arsenal, good command ... none of these things are elite, but there's enough ""good"" here to fuel another mid-to-high-threes ERA with more strikeouts if it all falls in line.",85.1,194,63,102,78,60
"Luis Medina",120,"665622","OAK","C",136,4.6,0.207,106,94,96,NA,NA,NA,NA,NA,109.2,206
"Michael Wacha",121,"608379","KCR","F",153,4.8,0.196,93,103,100,NA,124.2,170,127.1,46,134.1,26
"Paul Blackburn",122,"621112","OAK","D",147,4.61,0.183,88,101,96,NA,38.1,173,111.1,122,103.2,175
"Lance Lynn",123,"458681","STL","D",176,4.73,0.202,86,102,100,NA,157,16,121.2,65,183.2,198
"J.P. France",124,"641585","HOU","C",134,4.73,0.207,98,100,101,NA,NA,NA,NA,NA,136.1,96
"Michael Soroka",125,"647336","CHW","F",137,4.48,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tylor Megill",126,"656731","NYM","D",142,4.71,0.192,90,97,95,NA,89.2,122,47.1,118,126.1,189
"JP Sears",127,"676664","OAK","A",170,4.7,0.208,89,101,97,NA,NA,NA,70,105,172.1,140
